city,latitude,longitude,date,PM2_5,PM10,NO2,SO2,CO,O3,temperature,humidity,wind_speed,wind_dir,dist_to_road,dist_to_industry,dist_to_farm,fire_nearby,is_festival_day,festival_name,is_election_period,is_sports_event,pollution_source
Kolkata,22.582435,88.373433,2010-01-16,63.13,101.96,1.0,24.09,1.0,23.39,21.84,53.41,3.67,25.62,0.057,5.653,2.121,0,0,None,0,0,industrial
Bengaluru,12.959045,77.582168,2010-01-16,97.07,66.45,53.6,31.93,1.0,33.84,24.97,58.53,3.52,0.0,0.431,1.478,0.169,0,0,None,0,0,fire_crackers
Hyderabad,17.392268,78.499394,2010-01-16,45.38,68.5,25.02,32.17,1.41,26.98,34.8,40.88,1.2,256.54,1.358,0.401,1.391,0,0,None,0,0,fire_crackers
Pune,18.528577,73.86036,2010-01-16,42.07,191.12,74.78,29.79,1.043,20.3,23.02,69.41,3.63,342.8,0.035,0.617,2.761,0,0,None,0,0,vehicular
Guwahati,26.12781,91.723814,2010-01-16,102.05,121.67,20.88,1.0,1.079,42.98,33.97,74.69,2.89,250.05,1.044,3.957,0.961,0,0,None,0,0,waste
Lucknow,26.86881,80.947506,2010-01-16,73.19,158.95,49.16,36.74,1.0,38.02,21.45,53.03,4.04,138.37,0.02,3.653,0.034,0,0,None,0,0,agricultural
Kanpur,26.436291,80.322392,2010-01-16,85.47,158.71,19.97,21.93,1.66,51.83,28.24,55.72,3.4,288.0,0.644,1.01,0.424,0,0,None,0,0,waste
Delhi,28.603362,77.239308,2010-01-17,80.8,100.4,61.2,26.17,1.342,13.61,35.27,64.7,2.45,197.59,0.271,0.733,1.306,0,0,None,0,0,agricultural
Mumbai,19.05796,72.876733,2010-01-17,64.3,85.74,36.97,12.96,1.466,51.76,24.06,52.22,2.76,134.61,2.312,2.053,3.339,0,0,None,0,0,industrial
Chennai,13.070571,80.258213,2010-01-17,47.6,133.01,20.72,10.43,1.172,29.42,28.2,46.35,2.65,265.64,0.975,1.099,1.276,0,0,None,0,0,vehicular
Kolkata,22.550604,88.378601,2010-01-17,32.27,32.63,37.44,29.48,1.0,31.05,30.38,58.5,3.28,33.14,0.731,1.954,3.137,0,0,None,0,0,vehicular
Bengaluru,12.950616,77.593317,2010-01-17,84.34,62.59,56.38,35.38,1.0,18.99,34.11,64.89,3.83,72.95,0.709,2.416,3.419,0,0,None,0,0,vehicular
Hyderabad,17.388938,78.460362,2010-01-17,70.22,103.64,7.53,18.9,1.249,25.38,30.52,44.44,2.79,269.42,1.968,1.138,0.898,0,0,None,0,0,vehicular
Pune,18.524269,73.856915,2010-01-17,112.49,189.07,14.15,26.9,1.0,33.16,29.77,55.78,1.82,97.49,0.228,0.129,1.843,0,0,None,0,0,agricultural
Guwahati,26.130754,91.724738,2010-01-17,39.28,140.39,49.05,6.0,1.103,47.0,32.09,62.78,5.57,24.65,0.371,5.071,2.634,0,0,None,0,0,industrial
Lucknow,26.830877,80.942042,2010-01-17,69.11,156.08,35.38,34.53,1.0,38.32,24.36,90.95,5.99,337.06,0.053,3.483,1.038,0,0,None,0,0,vehicular
Kanpur,26.456569,80.345268,2010-01-17,37.0,85.48,40.08,27.93,1.0,33.02,25.74,91.49,1.47,93.69,0.139,0.35,0.219,0,0,None,0,0,vehicular
Delhi,28.60307,77.224177,2010-01-18,77.12,168.41,33.37,13.88,1.0,20.1,45.0,82.4,0.97,298.28,1.246,0.736,7.353,0,0,None,0,0,fire_crackers
Mumbai,19.056415,72.886946,2010-01-18,20.33,155.38,40.18,30.65,1.0,13.19,28.09,67.52,4.27,301.65,1.566,2.759,1.735,0,0,None,0,0,industrial
Chennai,13.062309,80.265641,2010-01-18,76.67,74.07,31.65,17.05,1.488,41.02,20.53,60.99,1.94,37.92,0.201,1.465,2.808,0,0,None,0,0,vehicular
Kolkata,22.584821,88.365257,2010-01-18,22.24,83.15,26.03,21.13,1.223,4.89,36.48,84.15,0.1,250.71,0.969,0.377,2.08,0,0,None,0,0,industrial
Bengaluru,12.952762,77.58897,2010-01-18,29.58,124.28,21.49,22.55,1.0,25.1,22.03,71.72,4.29,73.55,0.567,1.087,0.055,0,0,None,0,0,agricultural
Hyderabad,17.394199,78.495302,2010-01-18,52.96,221.43,59.17,9.04,1.419,44.93,28.79,66.51,3.51,174.63,0.325,3.136,1.801,0,0,None,0,0,vehicular
Pune,18.512846,73.838804,2010-01-18,36.0,116.82,64.75,15.43,1.0,30.7,33.09,19.56,2.09,135.17,1.303,1.136,17.616,0,0,None,0,0,industrial
Guwahati,26.15218,91.740912,2010-01-18,66.34,57.29,10.58,18.13,1.0,51.14,26.3,83.21,4.45,3.01,0.196,2.168,1.985,0,0,None,0,0,vehicular
Lucknow,26.859999,80.966329,2010-01-18,37.97,124.1,49.15,34.56,1.352,39.47,28.5,85.39,3.61,223.37,1.085,0.372,0.651,0,0,None,0,0,waste
Kanpur,26.438597,80.326994,2010-01-18,34.17,147.07,68.83,27.84,1.155,52.38,34.66,58.34,1.17,257.9,0.253,0.452,1.13,0,0,None,0,0,vehicular
Delhi,28.617786,77.218749,2010-01-19,60.47,165.11,21.84,35.19,1.255,42.37,24.05,75.38,1.36,338.06,0.809,0.785,0.942,0,0,None,0,0,vehicular
Mumbai,19.059736,72.882293,2010-01-19,86.71,43.7,52.36,30.45,1.269,38.55,32.56,42.91,5.15,155.64,0.025,0.601,0.103,0,0,None,0,0,waste
Chennai,13.092267,80.284321,2010-01-19,62.86,106.83,53.58,16.98,1.0,38.78,30.01,65.69,3.7,24.21,0.08,13.612,1.186,0,0,None,0,0,agricultural
Kolkata,22.583485,88.364781,2010-01-19,13.93,115.13,29.92,32.15,1.0,8.26,31.84,38.38,4.04,5.18,1.156,1.955,4.31,0,0,None,0,0,vehicular
Bengaluru,12.971107,77.578465,2010-01-19,120.37,171.19,44.99,30.45,1.072,30.29,25.89,88.14,1.77,82.4,0.727,5.267,7.941,0,0,None,0,0,vehicular
Hyderabad,17.387885,78.485946,2010-01-19,105.97,175.92,50.99,26.92,1.799,29.21,24.08,81.41,4.76,134.32,2.274,0.366,2.082,0,0,None,0,0,industrial
Pune,18.532112,73.868437,2010-01-19,37.73,95.73,64.62,36.85,1.281,19.44,39.92,50.44,2.5,6.89,1.208,1.882,3.608,0,0,None,0,0,waste
Guwahati,26.123383,91.734274,2010-01-19,70.27,70.99,101.24,8.97,1.0,10.14,31.23,62.72,4.15,213.42,0.351,0.107,0.097,0,0,None,0,0,industrial
Lucknow,26.862679,80.964102,2010-01-19,26.08,151.14,52.59,11.96,1.448,22.42,29.52,74.77,2.95,305.06,0.052,0.817,0.208,0,0,None,0,0,fire_crackers
Kanpur,26.440259,80.324213,2010-01-19,73.64,86.69,36.45,13.4,1.0,9.24,26.61,29.36,2.31,287.39,0.316,0.712,0.794,0,0,None,0,0,vehicular
Delhi,28.61496,77.220946,2010-01-20,46.32,129.07,51.9,14.43,1.0,18.88,27.81,44.73,3.86,289.37,0.118,1.738,2.113,0,0,None,0,0,vehicular
Mumbai,19.083604,72.899578,2010-01-20,6.42,77.67,39.51,1.14,1.0,15.77,14.07,69.75,5.46,240.2,1.201,3.964,1.13,0,0,None,0,0,industrial
Chennai,13.067857,80.288058,2010-01-20,51.63,162.26,39.02,5.95,1.0,50.45,35.48,58.88,4.43,146.45,0.318,1.21,4.312,0,0,None,0,0,vehicular
Kolkata,22.558748,88.347314,2010-01-20,49.0,133.1,14.9,16.49,2.342,15.2,31.96,22.26,4.3,238.2,0.122,1.692,0.615,0,0,None,0,0,vehicular
Bengaluru,12.984963,77.579987,2010-01-20,43.55,161.67,17.9,22.21,1.609,23.84,23.69,55.85,4.77,286.53,0.154,2.234,0.747,0,0,None,0,0,vehicular
Hyderabad,17.369526,78.496337,2010-01-20,65.82,134.81,47.5,33.54,1.344,28.3,20.9,47.14,2.61,175.01,2.028,0.082,1.034,0,0,None,0,0,vehicular
Pune,18.536424,73.850394,2010-01-20,1.0,13.96,27.86,24.58,1.0,24.0,24.84,84.99,2.42,10.97,0.183,0.832,2.144,0,0,None,0,0,industrial
Guwahati,26.12694,91.72519,2010-01-20,71.49,87.46,40.04,20.56,1.0,44.4,26.69,32.04,2.55,17.86,1.032,0.237,2.812,0,0,None,0,0,vehicular
Lucknow,26.839377,80.943803,2010-01-20,46.5,182.86,29.29,23.58,1.0,39.1,32.11,93.27,2.74,23.82,0.015,3.507,2.232,0,0,None,0,0,agricultural
Kanpur,26.45825,80.334908,2010-01-20,80.06,145.27,43.92,26.95,1.0,15.93,34.88,65.96,3.8,99.89,0.265,6.613,0.031,0,0,None,0,0,agricultural
Delhi,28.608838,77.236477,2010-01-21,41.88,108.52,7.21,16.08,1.498,24.4,31.84,56.57,3.49,54.17,2.756,1.184,2.089,0,0,None,0,0,vehicular
Mumbai,19.062555,72.887642,2010-01-21,25.57,161.24,56.32,28.65,1.083,36.79,32.19,71.44,1.32,148.03,0.412,4.318,6.778,0,0,None,0,0,fire_crackers
Chennai,13.064663,80.271868,2010-01-21,35.26,89.57,29.42,9.43,1.612,26.89,30.12,49.73,0.27,177.42,0.285,1.813,1.707,0,0,None,0,0,vehicular
Kolkata,22.573074,88.358559,2010-01-21,68.1,106.13,54.3,28.52,1.626,52.91,32.86,56.1,4.29,117.65,0.009,3.504,4.843,0,0,None,0,0,vehicular
Bengaluru,12.963901,77.572014,2010-01-21,105.49,150.11,41.44,17.88,1.0,30.93,29.55,37.65,3.5,294.75,3.287,0.601,10.492,0,0,None,0,0,vehicular
Hyderabad,17.392229,78.473127,2010-01-21,55.34,126.48,33.97,4.79,1.0,13.0,31.92,26.42,4.54,296.48,1.375,1.298,1.296,0,0,None,0,0,vehicular
Pune,18.501306,73.849024,2010-01-21,14.42,1.0,30.98,25.52,1.6,24.44,25.53,80.77,0.2,335.72,0.101,5.429,3.455,0,0,None,0,0,vehicular
Guwahati,26.134187,91.732027,2010-01-21,48.34,62.63,33.75,21.61,1.027,50.68,30.99,57.57,1.94,41.89,0.759,5.577,3.252,0,0,None,0,0,vehicular
Lucknow,26.863092,80.931677,2010-01-21,94.77,103.19,48.51,31.97,1.0,21.49,26.27,45.89,5.6,236.94,0.058,1.006,0.602,0,0,None,0,0,vehicular
Kanpur,26.460096,80.331252,2010-01-21,34.3,60.01,34.15,21.53,1.509,30.17,18.54,66.36,2.62,336.35,1.986,2.018,2.981,0,0,None,0,0,industrial
Delhi,28.602339,77.232922,2010-01-22,38.01,210.9,55.5,25.53,1.117,27.02,35.2,62.53,0.1,329.42,0.231,3.719,1.985,0,0,None,0,0,industrial
Mumbai,19.077522,72.864816,2010-01-22,26.48,108.72,38.29,35.08,1.0,45.7,20.93,84.24,2.29,95.73,3.711,0.052,2.775,0,0,None,0,0,industrial
Chennai,13.084098,80.256521,2010-01-22,21.21,148.62,49.01,1.3,1.0,26.6,26.19,38.23,3.58,30.29,0.4,0.211,0.05,0,0,None,0,0,industrial
Kolkata,22.573534,88.355907,2010-01-22,67.54,101.32,29.85,14.06,1.0,31.0,24.88,53.54,2.88,209.97,0.009,3.096,1.098,0,0,None,0,0,vehicular
Bengaluru,12.987216,77.573814,2010-01-22,61.24,142.15,59.03,9.79,1.237,26.79,33.08,21.71,2.85,299.65,1.31,0.508,0.769,0,0,None,0,0,waste
Hyderabad,17.390406,78.466156,2010-01-22,41.92,20.73,27.8,26.77,1.0,29.87,24.06,25.22,1.99,142.05,0.604,0.352,2.546,0,0,None,0,0,waste
Pune,18.5092,73.846452,2010-01-22,46.23,85.27,16.91,2.48,1.0,31.9,27.42,52.51,1.58,230.94,0.241,4.345,6.781,0,0,None,0,0,vehicular
Guwahati,26.126248,91.749537,2010-01-22,78.25,158.07,17.08,25.17,1.486,25.49,35.09,68.67,1.96,129.77,0.89,0.631,0.254,0,0,None,0,0,fire_crackers
Lucknow,26.852248,80.961181,2010-01-22,86.79,211.48,31.81,27.12,2.141,22.59,18.79,26.16,4.07,306.21,0.18,5.449,3.505,0,0,None,0,0,waste
Kanpur,26.460743,80.319051,2010-01-22,3.51,153.17,25.52,25.86,1.0,24.56,33.37,76.23,5.53,217.13,0.918,1.713,1.681,0,0,None,0,0,vehicular
Delhi,28.591114,77.235255,2010-01-23,28.5,157.87,67.41,26.95,1.142,18.15,22.92,82.49,4.17,119.51,0.501,0.028,0.255,0,0,None,0,0,vehicular
Mumbai,19.086691,72.876264,2010-01-23,58.83,192.16,1.0,14.54,1.0,32.63,28.46,89.2,5.93,180.1,0.058,0.188,2.756,0,0,None,0,0,vehicular
Chennai,13.085348,80.273738,2010-01-23,73.24,83.34,44.58,1.42,1.302,33.58,31.83,79.05,3.55,106.5,0.001,0.635,0.737,0,0,None,0,0,industrial
Kolkata,22.560179,88.340516,2010-01-23,64.44,178.25,15.09,1.0,1.354,20.88,29.72,87.63,2.01,280.74,0.101,0.0,3.736,0,0,None,0,0,vehicular
Bengaluru,12.989493,77.587764,2010-01-23,95.11,126.71,41.59,25.54,1.0,30.36,15.09,75.78,0.66,86.51,0.08,0.756,0.305,0,0,None,0,0,vehicular
Hyderabad,17.387737,78.488024,2010-01-23,105.1,173.45,41.82,14.38,1.507,20.19,18.2,81.71,4.71,113.49,0.114,2.001,0.412,0,0,None,0,0,industrial
Pune,18.521655,73.833441,2010-01-23,75.96,138.08,75.22,20.0,1.0,35.39,40.52,41.73,2.46,45.2,2.648,0.229,1.953,0,0,None,0,0,industrial
Guwahati,26.134593,91.735639,2010-01-23,72.49,179.02,85.57,26.57,1.0,53.65,27.88,44.92,1.38,220.91,1.826,3.321,2.625,0,0,None,0,0,waste
Lucknow,26.834818,80.953382,2010-01-23,19.03,112.55,50.06,37.96,1.353,27.09,21.84,82.14,1.55,272.25,0.484,1.063,8.188,0,0,None,0,0,vehicular
Kanpur,26.456388,80.327681,2010-01-23,108.85,115.6,46.77,18.19,1.0,14.99,28.13,22.83,1.97,144.25,0.098,4.296,1.608,0,0,None,0,0,industrial
Delhi,28.592343,77.232095,2010-01-24,44.22,128.89,48.01,21.31,1.0,15.66,36.71,92.53,0.48,45.66,0.398,0.355,3.977,0,0,None,0,0,vehicular
Mumbai,19.067311,72.883827,2010-01-24,29.28,169.79,45.1,1.54,1.46,32.22,36.34,62.23,1.81,326.89,0.404,0.703,0.465,0,0,None,0,0,vehicular
Chennai,13.098021,80.250883,2010-01-24,75.17,194.46,85.43,15.96,1.246,36.84,29.17,58.22,3.65,209.03,2.198,2.231,1.969,0,0,None,0,0,waste
Kolkata,22.58282,88.373054,2010-01-24,1.0,90.5,56.89,18.25,1.0,14.82,37.18,62.37,2.12,324.87,0.387,0.488,1.753,0,0,None,0,0,vehicular
Bengaluru,12.957394,77.572383,2010-01-24,6.72,173.2,45.05,33.85,1.222,43.22,30.8,84.23,3.78,194.8,0.743,0.498,2.948,0,0,None,0,0,industrial
Hyderabad,17.380468,78.479332,2010-01-24,57.06,190.02,51.08,4.56,1.066,22.89,29.41,38.11,2.68,66.41,0.181,0.978,0.158,0,0,None,0,0,vehicular
Pune,18.503088,73.836795,2010-01-24,92.66,101.18,40.38,8.28,1.848,52.77,28.94,78.42,3.26,232.41,0.037,5.836,5.539,0,0,None,0,0,vehicular
Guwahati,26.136618,91.71096,2010-01-24,19.9,38.12,42.39,23.19,1.066,25.99,21.93,45.79,3.15,1.51,0.888,2.053,1.587,0,0,None,0,0,industrial
Lucknow,26.841224,80.943998,2010-01-24,29.68,94.24,70.6,26.65,1.0,10.83,26.04,56.16,3.74,243.92,0.633,1.289,7.67,0,0,None,0,0,vehicular
Kanpur,26.464657,80.312385,2010-01-24,43.94,145.14,33.03,15.04,1.298,11.67,17.79,49.25,4.62,263.11,0.436,1.727,5.362,0,0,None,0,0,waste
Delhi,28.613024,77.216458,2010-01-25,36.13,141.22,65.59,1.0,1.251,1.0,22.21,89.32,2.13,240.92,0.529,1.084,1.329,0,0,None,0,0,industrial
Mumbai,19.069527,72.865327,2010-01-25,24.78,248.5,12.84,6.03,1.169,44.46,24.26,30.81,3.65,250.18,0.67,3.182,3.984,0,0,None,0,0,industrial
Chennai,13.095863,80.257852,2010-01-25,44.06,41.61,46.93,45.12,1.0,29.61,31.84,62.22,2.83,32.91,0.786,1.599,1.57,0,0,None,0,0,industrial
Kolkata,22.572205,88.36352,2010-01-25,21.02,166.81,43.7,32.53,1.196,48.71,25.37,62.6,4.24,65.08,0.25,0.443,0.851,0,0,None,0,0,vehicular
Bengaluru,12.972584,77.596521,2010-01-25,117.61,58.86,41.43,7.06,1.0,18.98,35.44,52.87,4.6,335.79,0.016,0.334,6.519,0,0,None,0,0,vehicular
Hyderabad,17.3904,78.472504,2010-01-25,78.12,143.98,43.98,26.49,1.0,26.68,30.71,51.47,2.45,309.28,0.555,2.247,0.82,0,0,None,0,0,agricultural
Pune,18.512488,73.847099,2010-01-25,19.51,99.24,40.68,21.11,1.0,34.75,32.16,73.22,1.52,241.82,1.045,1.712,0.695,0,0,None,0,0,vehicular
Guwahati,26.158252,91.725067,2010-01-25,51.48,184.51,55.28,14.99,1.0,20.0,24.17,61.97,3.11,133.28,1.113,4.546,5.615,0,0,None,0,0,vehicular
Lucknow,26.857302,80.943265,2010-01-25,45.09,110.87,20.2,19.65,1.0,16.63,29.55,63.83,4.17,308.6,1.157,0.317,3.517,0,0,None,0,0,fire_crackers
Kanpur,26.46434,80.315267,2010-01-25,47.07,231.03,40.18,9.54,1.015,41.88,24.31,57.68,3.51,238.43,1.115,3.342,8.742,0,0,None,0,0,vehicular
Delhi,28.618815,77.230445,2010-01-26,90.88,163.62,17.14,28.2,1.0,30.87,28.44,57.3,4.79,138.02,0.147,3.621,2.388,0,0,None,0,0,vehicular
Mumbai,19.066311,72.895455,2010-01-26,57.49,76.99,85.9,23.79,1.189,22.88,29.89,68.51,4.41,250.93,0.361,4.229,3.877,0,0,None,0,0,vehicular
Chennai,13.095197,80.270221,2010-01-26,91.96,192.63,21.67,11.63,1.0,33.69,24.85,84.34,3.64,132.89,0.354,0.843,2.205,0,0,None,0,0,vehicular
Kolkata,22.560266,88.370085,2010-01-26,61.18,63.11,40.49,22.15,1.0,11.36,38.48,85.19,2.43,70.46,1.373,2.092,1.629,0,0,None,0,0,industrial
Bengaluru,12.954766,77.590496,2010-01-26,1.0,127.25,55.86,18.78,1.0,28.09,25.78,35.74,1.93,43.33,0.056,2.575,7.927,0,0,None,0,0,vehicular
Hyderabad,17.360396,78.491122,2010-01-26,75.64,58.33,10.21,34.56,1.404,28.72,25.28,49.67,4.64,159.91,0.901,1.422,5.929,0,0,None,0,0,waste
Pune,18.533101,73.830024,2010-01-26,68.32,118.89,46.44,19.89,1.0,39.88,29.35,60.32,1.54,2.51,0.413,0.535,5.126,0,0,None,0,0,vehicular
Guwahati,26.122409,91.721906,2010-01-26,99.11,66.81,24.2,22.35,1.0,22.09,18.01,76.56,2.55,325.91,0.543,0.801,0.339,0,0,None,0,0,fire_crackers
Lucknow,26.867392,80.966368,2010-01-26,28.72,61.39,49.29,14.49,1.158,19.38,29.09,83.46,3.88,60.77,1.539,0.027,2.151,0,0,None,0,0,agricultural
Kanpur,26.455821,80.316231,2010-01-26,47.63,88.04,22.18,11.48,1.0,41.19,14.6,68.79,1.7,60.32,0.297,1.4,4.775,0,0,None,0,0,agricultural
Delhi,28.597681,77.215841,2010-01-27,34.31,124.88,14.71,2.07,1.0,28.52,25.61,38.69,2.4,353.25,0.385,2.985,1.258,0,0,None,0,0,agricultural
Mumbai,19.061996,72.885712,2010-01-27,68.08,133.95,57.24,7.51,1.0,13.18,35.92,65.36,1.37,293.18,0.385,0.284,0.657,0,0,None,0,0,vehicular
Chennai,13.069632,80.265472,2010-01-27,108.26,161.41,61.82,15.37,1.0,12.8,24.85,68.89,4.94,9.13,0.937,0.76,0.172,0,0,None,0,0,industrial
Kolkata,22.556649,88.37666,2010-01-27,26.79,93.19,34.72,9.39,1.0,35.68,26.72,71.93,1.79,196.8,1.727,1.615,2.294,0,0,None,0,0,vehicular
Bengaluru,12.964066,77.606382,2010-01-27,27.08,46.15,25.21,31.92,1.475,32.92,18.8,56.47,3.45,152.56,0.335,6.517,1.766,0,0,None,0,0,vehicular
Hyderabad,17.375802,78.462051,2010-01-27,65.27,195.67,47.96,14.59,1.533,43.81,26.69,81.49,2.17,338.76,0.781,2.707,4.906,0,0,None,0,0,waste
Pune,18.528605,73.868285,2010-01-27,110.07,72.87,72.3,16.78,1.663,13.12,31.52,46.74,0.88,105.09,1.105,1.318,0.73,0,0,None,0,0,fire_crackers
Guwahati,26.146532,91.743564,2010-01-27,66.56,75.79,1.0,20.6,1.475,17.83,33.09,41.35,2.78,74.15,0.001,0.08,11.354,0,0,None,0,0,vehicular
Lucknow,26.853892,80.945745,2010-01-27,24.62,128.61,53.43,35.28,1.444,39.13,28.36,66.99,4.87,24.64,1.822,0.254,1.192,0,0,None,0,0,waste
Kanpur,26.437859,80.31847,2010-01-27,20.02,178.23,38.25,28.53,1.0,31.16,27.13,54.08,3.54,154.92,0.145,2.452,2.299,0,0,None,0,0,industrial
Delhi,28.605189,77.234688,2010-01-28,57.21,108.02,62.34,21.86,1.0,52.69,28.3,73.84,2.09,109.0,0.608,1.662,2.753,0,0,None,0,0,vehicular
Mumbai,19.057431,72.863399,2010-01-28,70.89,123.85,42.48,7.26,1.19,43.39,37.05,55.51,6.75,190.32,0.326,1.465,0.66,0,0,None,0,0,waste
Chennai,13.063416,80.288898,2010-01-28,117.7,81.27,6.22,15.29,1.0,39.01,15.61,60.51,0.1,331.39,0.01,1.61,4.049,0,0,None,0,0,industrial
Kolkata,22.551458,88.34211,2010-01-28,50.39,239.54,47.54,19.0,1.0,20.87,27.24,47.13,2.09,181.77,1.171,0.128,2.58,0,0,None,0,0,vehicular
Bengaluru,12.988651,77.608803,2010-01-28,57.63,91.04,30.38,26.96,1.0,28.94,41.02,34.37,0.22,113.59,0.09,0.914,0.314,0,0,None,0,0,agricultural
Hyderabad,17.396512,78.484415,2010-01-28,83.51,134.03,60.32,9.36,1.498,21.26,40.89,89.18,2.83,101.49,0.306,5.171,0.174,0,0,None,0,0,vehicular
Pune,18.530654,73.846257,2010-01-28,11.52,134.98,58.65,15.85,1.35,63.78,27.37,67.08,1.89,245.92,2.157,1.714,0.404,0,0,None,0,0,industrial
Guwahati,26.144665,91.711613,2010-01-28,65.44,136.45,56.81,22.5,1.405,25.25,23.39,73.75,4.69,108.35,0.163,2.825,1.928,0,0,None,0,0,vehicular
Lucknow,26.863183,80.935348,2010-01-28,49.11,19.63,32.23,16.94,1.317,21.62,38.07,25.59,4.97,318.69,0.073,1.546,7.333,0,0,None,0,0,vehicular
Kanpur,26.445489,80.321311,2010-01-28,53.27,128.35,48.35,25.59,1.0,19.06,20.69,78.32,4.16,334.59,0.183,3.199,4.024,0,0,None,0,0,vehicular
Delhi,28.592338,77.221997,2010-01-29,100.53,164.31,38.75,22.43,1.0,46.28,26.8,64.17,4.72,141.75,0.75,1.176,4.069,0,0,None,0,0,vehicular
Mumbai,19.077669,72.886454,2010-01-29,36.68,56.43,38.03,8.42,1.0,31.44,24.19,90.32,4.5,150.96,0.966,1.058,2.107,0,0,None,0,0,vehicular
Chennai,13.063329,80.284518,2010-01-29,56.68,100.59,38.88,23.38,1.446,30.05,31.71,89.49,3.57,164.48,0.516,0.976,10.207,0,0,None,0,0,industrial
Kolkata,22.584314,88.352196,2010-01-29,69.35,81.71,39.31,1.0,1.66,27.0,29.91,64.02,4.89,19.66,2.856,1.437,1.031,0,0,None,0,0,industrial
Bengaluru,12.978387,77.609348,2010-01-29,51.08,107.68,59.73,12.88,1.0,28.07,25.09,42.61,2.74,355.72,0.531,0.395,6.653,0,0,None,0,0,vehicular
Hyderabad,17.373433,78.484603,2010-01-29,74.75,71.39,59.65,19.02,1.0,14.29,39.61,57.12,4.4,192.8,0.519,0.986,6.552,0,0,None,0,0,waste
Pune,18.537788,73.843395,2010-01-29,1.0,148.56,44.87,9.1,1.0,18.36,28.66,48.73,3.74,93.17,0.304,0.182,1.084,0,0,None,0,0,fire_crackers
Guwahati,26.126766,91.749098,2010-01-29,1.0,162.35,42.93,16.8,1.012,25.93,18.14,79.66,4.36,358.35,0.271,1.545,2.286,0,0,None,0,0,industrial
Lucknow,26.861271,80.949367,2010-01-29,59.83,178.93,12.53,25.2,1.934,35.04,29.66,60.15,0.64,277.97,0.15,0.971,1.278,0,0,None,0,0,vehicular
Kanpur,26.452848,80.344537,2010-01-29,100.67,137.77,67.32,30.73,1.0,20.89,23.67,29.09,3.05,3.27,0.836,1.431,1.769,0,0,None,0,0,fire_crackers
Delhi,28.625822,77.248665,2010-01-30,66.29,65.42,44.68,30.35,1.0,47.09,27.45,44.02,4.5,87.84,2.723,6.347,0.854,0,0,None,0,0,vehicular
Mumbai,19.088996,72.876445,2010-01-30,51.4,25.62,28.07,39.51,1.136,41.27,22.6,31.68,1.17,113.63,0.54,0.773,0.641,0,0,None,0,0,vehicular
Chennai,13.068704,80.255351,2010-01-30,122.8,44.41,63.19,29.73,1.0,32.44,25.25,63.34,5.26,75.95,1.474,0.062,5.57,0,0,None,0,0,industrial
Kolkata,22.589058,88.378187,2010-01-30,78.17,91.67,17.6,28.14,2.093,25.41,23.92,46.58,1.98,148.01,0.974,0.49,1.37,0,0,None,0,0,vehicular
Bengaluru,12.966367,77.583175,2010-01-30,41.1,156.6,36.06,15.35,1.022,9.05,30.97,66.9,2.39,247.4,0.3,0.126,3.628,0,0,None,0,0,vehicular
Hyderabad,17.366254,78.490072,2010-01-30,90.18,172.33,55.2,29.37,1.0,24.41,17.27,76.77,4.64,355.45,0.204,2.171,2.822,0,0,None,0,0,fire_crackers
Pune,18.512912,73.840324,2010-01-30,10.17,145.16,1.0,16.83,1.471,32.3,39.69,78.45,2.02,83.83,0.542,0.743,0.602,0,0,None,0,0,vehicular
Guwahati,26.141148,91.711375,2010-01-30,60.82,65.02,37.84,13.97,1.159,37.79,31.49,52.62,3.43,231.81,1.438,1.722,3.119,0,0,None,0,0,industrial
Lucknow,26.833011,80.934496,2010-01-30,39.83,131.16,5.16,14.54,1.0,31.62,33.97,71.63,0.1,38.42,0.839,4.05,5.284,0,0,None,0,0,agricultural
Kanpur,26.440542,80.321165,2010-01-30,121.26,99.69,27.66,25.76,1.0,43.47,30.22,48.78,3.51,264.93,0.257,2.038,1.251,0,0,None,0,0,fire_crackers
Delhi,28.608761,77.247142,2010-01-31,92.4,167.14,49.75,30.72,1.0,34.18,27.25,75.24,2.83,297.5,0.967,1.23,0.17,0,0,None,0,0,vehicular
Mumbai,19.05501,72.88622,2010-01-31,48.45,50.52,60.82,12.53,1.022,29.18,29.38,20.56,2.5,245.7,0.868,2.513,0.937,0,0,None,0,0,vehicular
Chennai,13.096445,80.28282,2010-01-31,63.07,95.86,4.38,1.0,1.113,23.26,24.68,72.53,4.76,315.76,0.223,1.6,0.641,0,0,None,0,0,vehicular
Kolkata,22.5507,88.34196,2010-01-31,51.82,109.37,63.58,25.97,1.0,32.41,26.08,37.07,3.5,67.76,0.163,0.117,2.659,0,0,None,0,0,waste
Bengaluru,12.984344,77.608509,2010-01-31,98.03,134.44,16.86,6.67,1.0,37.94,35.13,93.29,4.26,74.12,0.348,0.27,0.417,0,0,None,0,0,industrial
Hyderabad,17.383192,78.46666,2010-01-31,94.89,62.68,49.32,38.67,1.622,38.49,33.88,71.48,3.67,103.01,0.818,0.754,9.508,0,0,None,0,0,vehicular
Pune,18.512379,73.847919,2010-01-31,34.65,147.67,39.32,4.05,1.21,23.06,33.29,60.02,3.59,83.84,0.136,2.3,2.702,0,0,None,0,0,agricultural
Guwahati,26.12675,91.748733,2010-01-31,31.27,131.46,39.11,9.69,1.0,40.42,16.27,65.66,2.72,95.65,1.809,0.218,3.206,0,0,None,0,0,fire_crackers
